#,SkillsShortage,Kompetensbrist,"Företagen berättar att de helt enkelt inte kan hitta tillräckligt skickliga och utbildade människor att anställa. Den moderna ekonomin blir alltmer kompetensbaserad och våra medborgare är inte tillräckligt utbildade för att ta sin plats i den moderna arbetskraften. Detta kommer att ha en negativ inverkan på ekonomin., Företagsledare har klagat över att vi helt enkelt inte har tillräckligt med högkvalificerade arbetare för att fylla lediga platser., Företagsledare informerar dig om att det inte längre finns en märkbar kompetensbrist i ekonomin. Våra medborgare är nu tillräckligt utbildade och utbildade för att tillgodose ekonomiernas behov.
#,Pollution,Förorening,"
#,Uncompetitive Economy,Okonkurrenskraftig ekonomi,"
#,TechnologicalAdvantage,Technological Advantage,"
#,HighProductivity,High Productivity,"
#,StreetGangs,Street Gangs,"
#,AntisocialBehaviour,Antisocial Behavior,"
#,GeneralStrike,General Strike,"
#,TechnologyBackwater,Technology Backwater,"
#,InnerCityRiots,Inner City Riots,"
#,Organised Crime,Organized Crime,"
#,Alcoholism,Alcohol Abuse,"
#,VigilanteMobs,Vigilante Mobs,"
#,ArmedRobbery,Armed Robbery,"
#,ContagiousDisease,Contagious Disease,"
#,TeachersStrike,Teachers Strike,"
#,AsthmaEpidemic,Respiratory Disease,"
#,HospitalOvercrowding,Hospital Overcrowding,"
#,DrugAddiction,Drug Addiction,"
#,TeacherShortage,Teacher Shortage,"
#,DoctorsStrike,Doctors Strike,"
#,BrainDrain,Brain Drain,"
#,PetrolProtests,Petrol Protests,"
#,BlackMarket,Black Market,"
#,TaxEvasion,Tax Evasion,"
#,Rail Strike,Rail Strike,"
#,Homelessness,Homelessness,"
#,ClassWarfare,Class Warfare,"
#,Gridlock,Gridlock,"
#,InternetCrime,Internet Crime,"
#,DebtCrisis,Debt Crisis,"
#,CorporateExodus,Corporate Exodus,"
#,RaceRiots,Race Riots,"
#,Ghettos,Ghettos,"
#,Obesity,Obesity,"
#,CyberWarfare,Cyber Warfare,"
#,ArmedReligiousCommunities,Armed Religious Communities,"
#,EgalitarianSociety,Egalitarian Society,"Understanding our different backgrounds better and better these days due to cultural exchanges and education, people are now treating each other equally, blurring and even erasing the lines between different races, genders and beliefs. Living in such a society makes people very happy and less likely to cause harm to others.",The dawn of a new era is upon us. Our Society has become more equal and accepting than ever before. This makes many people happy.,"It was a great time of equality, but everything has to end eventually. People are more concerned with their own lives and worries again and less so to make others feel accepted and welcome."
#,ExtremeNationalism,Extreme Nationalism,"With a rise in patriotic feelings across the country, extremists have begun to publicly blame foreigners and ethnic minorities for these problems, demanding jobs for people that have been living in our country for generations first. Lacking hope and education, many people have begun to believe in these extremists, causing increased violence and racial tensions nationwide.","Using the despair and fear of the people, patriotic extremists are recruiting more and more people to their cause, which leads to an increase in racial tensions nationwide.","Workshops, outreach programs and better education have helped keeping people from bad nationalist influences, thus making our country a better and safer place again."
#,ExtremePoverty,Extreme Poverty,"It is never easy to be poor, but in our country the situation is as bad as it can get for them. Immense poverty has lead to starving people on the streets, begging for food and sleeping in dark corners and deserted buildings. Because of this, crime and alcohol consumption has increased and poor people are suffering from bad health.","As poverty increases, people are starting to lose hope, are forced to sleep in the streets, have to beg in the streets and consume more alcohol to numb their suffering.","While many of the poorer people in our country still are in a bad situation, a rise in the economy, donations, government programs and community workers have made it bearable again for most."
#,Cyclones,Cyclones,"Cyclone frequency and strength have increased dramatically. Crop loss and devastation are the result, with a terrible impact on the income for farmers, and an increase in the level of public concern about the environment.","Meteorologists have announced that a strong cyclone season is ahead, likely fueled by rising average temperatures.",Meteorologists announce that the worst effects of climate change are under control and extreme weather conditions have returned to normal levels.
#,Foodcrisis,Food Crisis,"Food prices have reached a critical point, driven by poor farm yields and overpopulation. Somehow we need to increase food supply, reduce demand or mitigate the impact of the prices for the poorest members of society.",The price of food has increased significantly over the past months. Tabloids are already calling it a food crisis.,Food prices have returned to normal levels.
#,DroneWars,Drone Protests,"Protests against domestic drone surveillance and drone strikes in foreign countries have turned violent. For now, the protests focus on key institutions and high tech companies but the costs for the public are already immense.",The state police warns you that protests against drone strikes and drone surveillance are getting more frequent.,Protests against drone strikes and drone surveillance have been contained. Violent protesters are getting prosecuted.
#,Rareearthcrisis,Rare earth crisis,Rare earth metals are necessary for a wide range of high tech products. Prices for these elements have risen significantly leading to supply bottlenecks and black markets. This crisis has a significant impact on productivity and our economy.,Economists warn you that the increased dependence on rare earth metals is leading to shortages in supply,"With the supply of rare earths secured, prices for these precious materials have stabilized."
#,Realestatebubble,Real estate bubble,"A combination of limited housing supply and rising population, together with property speculation has resulted in huge increases in housing costs. Current prices have made housing unaffordable for the young and the poor.",Real estate speculation is booming! Housing prices in urban areas are skyrocketing and there is no limit in sight.,Real estate prices have returned to levels that allow the general population to afford suitable homes for their families.
#,LudditeRiots,Luddite Riots,The increasing level of automation in our society has led to high concern amongst the low-skilled for their jobs. The result is a wave of luddite-style violence and sabotage against high tech corporations who have automated peoples jobs.,A new manifesto published on a trade union-related website calls for widespread civil unrest directed at the increasing levels of automation.,An agreement with trade unions and protesters that allows high-tech factories to commence production has been reached.
#,Antibiotics-ResitantBacteria,Antibiotics-Resistant Bacteria,"Antibiotic resistance has become a significant problem. The over-use of antibiotics in both healthcare and the food chain has led to a range of antibiotic resistant bacteria, bringing back illness and disease that we had once considered cured.",The WHO has issued a worldwide warning of outbreaks of antibiotics-resistant bacteria.,New inventions in medicine have reduced the dependence on antibiotics.
#,Watershortage,Water shortage,The rise of the average temperature has lead to severe droughts in several regions of the country. Farmers are the primary victims of this developments and food prices are on the rise.,Meteorologists have issued a warning that increases in the average temperature is leading to instabilities of the climate. Water shortages and droughts are the result of this development.,Meteorologists inform you that water supplies for your country are under control for now.
#,MultinationalTaxEvasion,Multinational Tax Evasion,"Traditional methods of taxing corporations break down when those organisations are large enough to span multiple continents. As more goods become digital and more money is spent on services than physical goods, defining exactly where sales take place and profits are earned becomes a legal nightmare. Large multinationals take advantage of this confusion to massively reduce the tax they pay in high-tax jurisdictions.",Government tax officials have noticed that a large number of multinational companies are using complex financial structures to move profits offshore and reduce their tax bills.,The extent to which multinational companies are able to evade paying tax on their profits has been bought under control and is no longer an issue.
#,GigEconomy,Gig Economy,"A significant proportion of jobs are now temporary in nature, often scheduled at the last minute by apps. This gives workers huge flexibility but also means a lack of job security and leads to accusations that the employers are evading their responsibility for many workers rights.",The gig economy is taking off. Many of our citizens are now working on a part-time zero-hours contract basis.,The gig economy is no longer a major source of employment.
#,EnvironmentalProtests,Environmental Protests,"There is a widespread movement of environmental protests all over the country, driven by concerns about climate change and pollution. Protesters are disrupting daily life by blocking roads and city centers to draw attention to the cause.",Environmental protests have sprung up across the country,Environmental protests have ceased
#,DriverlessCars,Driverless Cars,"Technological breakthroughs now mean that cars can drive themselves even on city streets. This is great news for the disabled or those unable to drive, but bad news for the many people previously employed as drivers.",True driverless cars have become a reality on our city streets!,Driverless cars are no longer in widespread use.
#,FoodBanks,Food Banks,Our citizens are turning in increasing numbers to charitable food banks simply to get through each week. This is a worrying sign of extreme poverty and reflects badly on government.,A growing number of food banks are now providing food to our citizens.,Food banks are no longer a widespread phenomena.
#,CyberBullying,Cyber Bullying,"A worrying proportion of people report being bullied online. This phenomena is most prevalent among the young, but online abuse and hatred has spread throughout society in a depressing show of divisiveness, intolerance and anger.","Cyber bullying is becoming commonplace, especially in the younger generation.",Cyber bullying is no longer the problem it once was.
#,PrisonOvercrowding,Prison Overcrowding,"We have overcrowded prisons! Our prison infrastructure is not able to cope with the number of people who are incarcerated. Prisoners are sharing cells in large numbers, and this is undermining any attempts to keep them safe, or to rehabilitate them.","Our prisons are overcrowding. This is a dangerous situation and we should take steps to build more prisons, or reduce the prison population","The situation in our prisons is now thankfully under control, and they are no longer overcrowded."
#,Hyperinflation,Hyperinflation,"When inflation reaches a certain level it makes economic activity difficult if not impossible. In hyperinflation, people have to negotiate higher wages and deal with higher prices on a daily, or even hourly basis. Savings become effectively worthless, and business confidence collapses entirely.",The economy has entered into a catastrophic period of hyperinflation. Economic activity is likely to collapse very soon.,Hyperinflation is somehow under control. Citizens can go back to their normal lives and dare to save money again.
#,EmergencyPowers,Emergency Powers,"When situations in the country get especially bad, normal political rivalries are set aside and the whole system gets behind the government to ensure urgent legislation can be passed, and vital policies enacted. For the duration of these difficulties, more political capital is available.","Emergency powers are now in place, with the opposition parties allowing considerable freedom on the part of the government to respond to the current situation.","The earlier period of emergency powers is now over, and the restrictions of normal partisan politics now apply again."
,,,,,
#,FemaleGenitalMutilation,Female Genital Mutilation,"The act of female genital mutilation is prevalent in our society. Genital mutilation is a dangerous ritual inflicted on women to remove some or all of their external genitalia, severely degrading their sexual health. The practice is rooted in gender inequality Female genital mutilation is perpetuated with the threat of social exclusion if the cutting procedure is rejected.",A worrying report indicates that the act of female genital mutilation has become prevalent. The propagation of this brutal practice is a symptom of extreme gender inequality.,"As gender inequality has been reduced, we are glad to see the practice of female genital mutilation eliminated in our society."
#,EndangeredSpecies,Endangered Species,"There are highly publicized populations of endangered species native to our country. These animals attract naturalists and tourist alike, to be studied, as well as enjoyed on expeditions. Our tourism sector is boosted by this unique aspect of our natural environment.","After significant ecological effort, populations of endangered species have been reintroduced to the wild.",Wild populations of endangered species no longer exist in our country due to ecological neglect.
#,ForeignIntelligenceInterference,Foreign Intelligence Interference,"Foreign intelligence services are conducting operations in the country, affecting governance and security. Our regime is unstable, presenting a window of opportunity for foreign powers to exert their influence. They interfere with the running of our nation to promote their own interests.","Foreign spies are operating in our country, forwarding the interests of their nations during our period of instability.","As our country becomes more stable, foreign spies are being recalled. The window of opportunity for them to exert their nations' influence has closed."
#,PowerBlackouts,Power Blackouts,"National power production and storage is not suitable for the demands of the population. Intentional power shutdowns are made over different parts of the network, in order to prevent the total blackout that would occur if all regions were served at once. This instability has a wide reaching impact on all areas of life and industry.",Rolling blackouts are occurring across the national power grid.,"We no longer require rolling blackouts, as we now have the capacity to supply all of our citizens with electricity simultaneously."
#,HIVAIDS,HIV/AIDS,"HIV is a devastating virus, degrading the immune system of those infected with it. There is a significant incidence of HIV in the population, and the virus will continue to be transmitted through the sharing of bodily fluids, with no known cure. A sustained campaign of treatment, education and prevention is required to contain this deadly disease.",HIV has spread to infect a significant portion of our country's population.,"A sustained campaign of treatment, education and prevention has all but eradicated HIV in our nation."
#,Malaria,Malaria,"Malaria is a life-threatening, debilitating disease, caused by Plasmodium parasites in a person's blood. These parasites are transmitted by mosquitoes when they bite humans. There is no vaccine for Malaria, but the disease can be prevented or cured when treated with medication. A sustained campaign of treatment, education and prevention is required to contain this destructive disease.",A significant portion of our population has been infected by Malaria.,"A sustained campaign of treatment, education and prevention has all but eradicated Malaria in our nation."
#,MineralWealth,Mineral Wealth,"Extensive mineral deposits in our country have spawned national extraction industries. There is global demand for the extracted commodities, whose sale brings in significant revenue to our nation. Extraction comes with an environmental cost though, as our land is polluted during the process, and there are those who vocally oppose this activity. ",A large deposit of valuable minerals has been discovered in our country.,The mineral wealth in our country has been exhausted.
#,OilWealth,Oil Wealth,"Extensive hydrocarbon reserves in our country have spawned national extraction industries.Extraction comes with an environmental cost though, as our territories are polluted during the process, and there are those who vocally oppose this activity. As a national asset, these natural resources will contribute directly to our government's budget.",A large reserve of oil has been discovered in our country.,The oil wealth in our country has been exhausted.
,,,,,
#,FakeNews,Fake News,"Fake News is the widespread distribution of opinion and rumor dressed up as fact. A tool of political extremists, and also often used to generate revenue by unscrupulous online media sources which thrive on anger and confrontation, fake news effectively monetizes political anger and discontent.",Fake news is now widespread on our country's social media,Fake news is now largely absent from the social media in our country.
#,Polarization,Polarization,Polarization is the effect on society where compromise and understanding gives way to ever more extreme views and a tendency towards 'us and them' thinking. This leads to a tribal form of politics where the middle ground is largely abandoned and where extremists thrive.,"Our voters opinions are increasingly polarized, and being pushed to extremes",Polarization of opinions has reduced and our politics is seemingly less extreme than before.
#,PrivateSpaceProgram,Private Space Industry,"Although historically big space projects have been undertaken by governments, advances in technology mean that there is now a huge potential market for the commercialization of space exploration and space travel, including private satellites, space tourism, even asteroid mining.",The private space industry is growing noticeably in our country.,Investment in the private space industry has subsided.
,,,,,
#,NorthWestPassage,North West Passage,"The North West passage is a trade route that runs along Canada's northern coastline, often blocked entirely by ice. Climate change has led to melting sea ice and opened up this route, which dramatically cuts shipping times and allows wider vessels than those that would use the panama canal.",Higher temperatures have melted sufficient sea ice to allow use of the north west passage as a trade route,Stronger sea-ice means that the north west passage is no longer viable as a trade route.
#,IllegalImmigrationCrisis,Illegal Immigration Crisis,"Even the toughest regime and border controls find it difficult to completely stop all illegal immigration and people-smuggling, although that will not stop governments from trying. Undocumented immigrants mean a boost to population without a corresponding rise in tax revenue to pay for any increased pressure on public services. This can cause social unrest and other problems.","There has been a large rise in the extent of illegal immigration, which may cause concern and social upheaval",Illegal immigration has fallen and this situation now appears to be under control for now.
,,,,,
#,NorthKorea,North Korean Threat,"The United States and its Asian allies regard North Korea as a grave security threat. No country is more threatened than its neighbor to the south. Estimates put North Korea's nuclear arsenal at 60 weapons or more, and the South Korean capital is easily within range of a North Korean military strike.",There has been a notable escalation in tensions with the north,There has been a softening of tensions with North Korea.
#,EUContribution,EU Membership,"As one of the wealthier and more economically stable nations in the EU, you pay a net contribution to the EU government to help support the European economy.",,
#,EUSubsidies,EU Membership,"As one of the less developed nations in the EU, you receive subsidies from the EU government to help support the local economy.",,
#,EUMonetaryPolicy,EU Monetary Policy,"As a member of the European union, decisions on monetary policy are taken by the European Central Bank and are thus not directly under our control. The EU has been utilizing a policy of Quantitative Easing to boost the economy for some time.",,
#,Monarchy,Monarchy,"Britain is a Constitutional Monarchy, where the Queen is head of state, but has no real power and whose role is entirely ceremonial. Despite this, the queen meets weekly with the prime minister and likely exerts unofficial influence. The existence of the monarchy also perpetuates the hierarchical class system in the UK, together with similar institutions such as the House of Lords.",,
#,Erasmus,Erasmus Programme,"Erasmus is the EU's programme to support education, training, youth and sport in Europe. Each year over 900,000 people study, train or volunteer abroad with support from the erasmus programme, which works with over 100,000 different organizations and 25,000 projects throughout the EU.",,
,,,,,
#,MediaMonopolies,Media Monopoly,"The main news media used by a large section of the population is concentrated in the hands of a tiny number of massive, powerful conglomerates. These companies feel empowered to use the media to push their own political agendas and narratives, and the resultant push for ad revenue and clicks at all costs has resulted in a deterioration in the standard of journalism, and a more divided, polarized society. In seeking to monetize the news, the result is a rise in nationalism and the promotion of conservative values.",There has been a substantial concentration of media power in the hands of a few huge companies,The plurality of the media has increased with the concentration of media in the hands of a few large companies coming to an end.
#,Bureaucracy,Bureaucracy,"When the government has too many policies, too many laws, and too much in the way of administration, it can become a drag on the economy. If a citizen needs to fill out a hundred forms in triplicate before starting a new business (or expanding one) they are likely to give up, or head to a more business friendly country.",Too much bureaucracy is causing a drag on the economy,A more streamlined system of policies and laws has reduced the bureaucratic burden on the economy.
#,SocialMediaAddiction,Social Media Addiction,"Smartphones in everyone's pockets, and a booming and powerful technology industry have combined to create a worrying dependency on social media for many of our citizens. People are wasting endless hours arguing online, or watching conspiracy theory videos, which is hurting the health and education of the people in our country. Something must be done!",Social scientists have warned you that many of our citizens are now addicted to social media.,Social media usage by our citizens has now thankfully dropped to more reasonable levels.
